A	B
1.824E-4	0.01206
1.815E-4	0.01203
1.805E-4	0.01205
1.805E-4	0.01207
1.79E-4	0.01213
1.786E-4	0.01211
1.784E-4	0.01205
1.77E-4	0.01206
1.771E-4	0.01202
1.749E-4	0.01201
1.753E-4	0.01208
1.743E-4	0.01204
1.736E-4	0.01204
1.732E-4	0.0121
1.725E-4	0.0121
1.717E-4	0.01209
1.706E-4	0.01213
1.706E-4	0.01207
1.691E-4	0.012
1.69E-4	0.01197
1.682E-4	0.01198
1.675E-4	0.01198
1.67E-4	0.01202
1.662E-4	0.01202
1.649E-4	0.01202
1.645E-4	0.01201
1.643E-4	0.01203
1.633E-4	0.01195
1.626E-4	0.01197
1.617E-4	0.012
1.607E-4	0.01196
1.609E-4	0.01195
1.596E-4	0.01191
1.586E-4	0.01192
1.585E-4	0.01185
1.577E-4	0.01182
1.566E-4	0.01187
1.56E-4	0.01188
1.558E-4	0.01183
1.541E-4	0.01185
1.537E-4	0.0118
1.538E-4	0.01184
1.519E-4	0.01184
1.522E-4	0.01179
1.507E-4	0.01173
1.502E-4	0.01172
1.496E-4	0.01172
1.492E-4	0.01168
1.478E-4	0.01167
1.475E-4	0.01164
1.468E-4	0.01163
1.459E-4	0.0116
1.451E-4	0.0116
1.444E-4	0.0116
1.44E-4	0.01159
1.432E-4	0.01157
1.422E-4	0.01156
1.418E-4	0.01147
1.412E-4	0.01142
1.4E-4	0.01146
1.388E-4	0.01144
1.391E-4	0.01139
1.378E-4	0.01138
1.367E-4	0.01133
1.366E-4	0.01124
1.356E-4	0.01127
1.351E-4	0.01121
1.341E-4	0.01118
1.335E-4	0.01118
1.328E-4	0.01114
1.323E-4	0.01114
1.317E-4	0.01115
1.304E-4	0.01116
1.299E-4	0.01118
1.284E-4	0.01121
1.28E-4	0.01129
1.279E-4	0.0114
1.264E-4	0.01155
1.257E-4	0.01163
1.256E-4	0.0117
1.244E-4	0.01183
1.236E-4	0.01196
1.234E-4	0.0121
1.223E-4	0.01221
1.22E-4	0.01233
1.216E-4	0.01237
1.202E-4	0.01247
1.207E-4	0.01257
1.191E-4	0.0126
1.184E-4	0.01277
1.179E-4	0.01282
1.17E-4	0.01287
1.167E-4	0.01297
1.16E-4	0.01301
1.151E-4	0.01302
1.147E-4	0.0132
1.142E-4	0.01325
1.127E-4	0.0133
1.127E-4	0.01334
1.126E-4	0.01327
1.111E-4	0.01335
1.105E-4	0.01342
1.106E-4	0.01339
1.098E-4	0.01334
1.089E-4	0.01328
1.081E-4	0.01329
1.072E-4	0.01332
1.071E-4	0.01335
1.062E-4	0.01336
1.053E-4	0.01338
1.051E-4	0.01337
1.043E-4	0.01338
1.037E-4	0.01338
1.031E-4	0.01329
1.027E-4	0.01327
1.019E-4	0.0133
1.011E-4	0.01332
1.005E-4	0.0131
9.96E-5	0.0131
9.9E-5	0.01301
9.81E-5	0.01298
9.75E-5	0.01307
9.75E-5	0.013
9.62E-5	0.01297
9.52E-5	0.01297
9.49E-5	0.01289
9.49E-5	0.01284
9.41E-5	0.01283
9.29E-5	0.01273
9.28E-5	0.01277
9.23E-5	0.01268
9.11E-5	0.0126
9.05E-5	0.01256
8.97E-5	0.01237
8.88E-5	0.01229
8.79E-5	0.01227
8.84E-5	0.01215
8.69E-5	0.01206
8.6E-5	0.01198
8.56E-5	0.01188
8.48E-5	0.01178
8.39E-5	0.01165
8.34E-5	0.01152
8.3E-5	0.01143
8.17E-5	0.01135
8.17E-5	0.01121
7.99E-5	0.01112
7.97E-5	0.01101
7.83E-5	0.01088
7.79E-5	0.01073
7.74E-5	0.01065
7.64E-5	0.01055
7.59E-5	0.01044
7.43E-5	0.01031
7.39E-5	0.01018
7.23E-5	0.00998
7.21E-5	0.00976
7.08E-5	0.00948
6.96E-5	0.00919
6.93E-5	0.00894
6.82E-5	0.00857
6.7E-5	0.008
6.55E-5	0.0075
6.44E-5	0.00689
6.17E-5	0.00644
6.16E-5	0.00603
6.1E-5	0.00574
5.71E-5	0.00553
5.65E-5	0.00523
5.43E-5	0.005
5.27E-5	0.0048
5.07E-5	0.00466
4.99E-5	0.00469
4.85E-5	0.00489
4.7E-5	0.00522
4.64E-5	0.00599
4.38E-5	0.00663
4.4E-5	0.00752
4.27E-5	0.00844
4.23E-5	0.00957
4.14E-5	0.01059
4.1E-5	0.01173
4.02E-5	0.0136
3.96E-5	0.01528
3.92E-5	0.01737
3.86E-5	0.01943
3.84E-5	0.0209
3.83E-5	0.0217
3.75E-5	0.02262
3.74E-5	0.02301
3.64E-5	0.02356
3.64E-5	0.02411
3.62E-5	0.0241
3.6E-5	0.02417
3.54E-5	0.02454
3.52E-5	0.02426
3.49E-5	0.02443
3.41E-5	0.02457
3.41E-5	0.02459
3.37E-5	0.02505
3.34E-5	0.02524
3.3E-5	0.02503
3.24E-5	0.02513
3.22E-5	0.0253
3.17E-5	0.02525
