A	B
1.822E-4	0.01207
1.818E-4	0.01212
1.81E-4	0.01212
1.803E-4	0.012
1.791E-4	0.012
1.789E-4	0.01204
1.784E-4	0.01206
1.773E-4	0.01204
1.773E-4	0.01207
1.759E-4	0.0121
1.751E-4	0.0121
1.744E-4	0.01207
1.737E-4	0.012
1.737E-4	0.01201
1.724E-4	0.01206
1.715E-4	0.01207
1.71E-4	0.01203
1.705E-4	0.01203
1.694E-4	0.01202
1.688E-4	0.01201
1.684E-4	0.01204
1.676E-4	0.01206
1.672E-4	0.01201
1.658E-4	0.01199
1.651E-4	0.01197
1.647E-4	0.01194
1.638E-4	0.01196
1.64E-4	0.01204
1.625E-4	0.01202
1.62E-4	0.01198
1.612E-4	0.01195
1.608E-4	0.01196
1.594E-4	0.01198
1.594E-4	0.0119
1.587E-4	0.01186
1.573E-4	0.0119
1.571E-4	0.01187
1.563E-4	0.01183
1.552E-4	0.01185
1.548E-4	0.01177
1.54E-4	0.01174
1.534E-4	0.01177
1.527E-4	0.01176
1.522E-4	0.01181
1.511E-4	0.01172
1.505E-4	0.01169
1.5E-4	0.01177
1.49E-4	0.01178
1.478E-4	0.01173
1.478E-4	0.01169
1.468E-4	0.0117
1.462E-4	0.01164
1.458E-4	0.01157
1.445E-4	0.01162
1.443E-4	0.01152
1.424E-4	0.01153
1.423E-4	0.01152
1.42E-4	0.01147
1.408E-4	0.01143
1.401E-4	0.01144
1.395E-4	0.01143
1.385E-4	0.0114
1.38E-4	0.01137
1.374E-4	0.01139
1.365E-4	0.01128
1.359E-4	0.01124
1.35E-4	0.01122
1.338E-4	0.01114
1.336E-4	0.01121
1.325E-4	0.01117
1.317E-4	0.01121
1.319E-4	0.0112
1.302E-4	0.01125
1.296E-4	0.01128
1.288E-4	0.01132
1.285E-4	0.01137
1.27E-4	0.01151
1.268E-4	0.01162
1.259E-4	0.01177
1.253E-4	0.01182
1.25E-4	0.01188
1.236E-4	0.01204
1.233E-4	0.01222
1.226E-4	0.01233
1.213E-4	0.01244
1.212E-4	0.01246
1.205E-4	0.01249
1.197E-4	0.01255
1.19E-4	0.01268
1.185E-4	0.01281
1.175E-4	0.01297
1.172E-4	0.01298
1.169E-4	0.01295
1.156E-4	0.01301
1.154E-4	0.01305
1.145E-4	0.0131
1.139E-4	0.01321
1.133E-4	0.01334
1.131E-4	0.01333
1.116E-4	0.01333
1.116E-4	0.01335
1.108E-4	0.01334
1.096E-4	0.01335
1.094E-4	0.01338
1.09E-4	0.01334
1.083E-4	0.01339
1.077E-4	0.01345
1.071E-4	0.01341
1.063E-4	0.0134
1.055E-4	0.01335
1.055E-4	0.01335
1.038E-4	0.01333
1.038E-4	0.01327
1.029E-4	0.01331
1.022E-4	0.0133
