A	B
1.824E-4	0.0121
1.816E-4	0.0121
1.805E-4	0.0121
1.805E-4	0.01204
1.799E-4	0.012
1.79E-4	0.01205
1.78E-4	0.01208
1.772E-4	0.01204
1.766E-4	0.01202
1.757E-4	0.01206
1.754E-4	0.01206
1.742E-4	0.01206
1.74E-4	0.01207
1.735E-4	0.01201
1.721E-4	0.012
1.719E-4	0.01201
1.706E-4	0.01198
1.706E-4	0.01196
1.692E-4	0.01199
1.69E-4	0.01198
1.68E-4	0.01199
1.673E-4	0.01196
1.67E-4	0.012
1.66E-4	0.01198
1.649E-4	0.01194
1.647E-4	0.0119
1.637E-4	0.01198
1.634E-4	0.01202
1.627E-4	0.01198
1.616E-4	0.01198
1.614E-4	0.01198
1.606E-4	0.0119
1.596E-4	0.01191
1.587E-4	0.01186
1.586E-4	0.01184
1.573E-4	0.01186
1.57E-4	0.01187
1.559E-4	0.01182
1.555E-4	0.01183
1.546E-4	0.01178
1.538E-4	0.01177
1.529E-4	0.01179
1.525E-4	0.01183
1.517E-4	0.01179
1.504E-4	0.01184
1.51E-4	0.01185
1.495E-4	0.01172
1.487E-4	0.01163
1.48E-4	0.01165
1.474E-4	0.01168
1.471E-4	0.01166
1.46E-4	0.01164
1.449E-4	0.01163
1.445E-4	0.01157
1.435E-4	0.01156
1.426E-4	0.01155
1.423E-4	0.01148
1.42E-4	0.01142
1.404E-4	0.01142
1.403E-4	0.01138
1.389E-4	0.01138
1.387E-4	0.01135
1.379E-4	0.01131
1.372E-4	0.01131
1.367E-4	0.01138
1.355E-4	0.01127
1.346E-4	0.01122
1.339E-4	0.01116
1.336E-4	0.01108
1.32E-4	0.0111
1.319E-4	0.0111
1.308E-4	0.01118
1.302E-4	0.01122
1.299E-4	0.01124
1.284E-4	0.01127
1.282E-4	0.01138
1.271E-4	0.0115
1.265E-4	0.01157
1.261E-4	0.01164
1.253E-4	0.01173
1.237E-4	0.01191
1.237E-4	0.01209
1.228E-4	0.01223
1.215E-4	0.01238
1.218E-4	0.01247
1.212E-4	0.01253
1.198E-4	0.01266
1.196E-4	0.01272
1.189E-4	0.0128
1.185E-4	0.0129
1.177E-4	0.01296
1.163E-4	0.01309
