A	B
3.241E-4	0.01268
3.237E-4	0.01266
3.229E-4	0.01272
3.224E-4	0.01275
3.219E-4	0.01279
3.211E-4	0.01269
3.205E-4	0.0127
3.196E-4	0.01265
3.19E-4	0.01271
3.186E-4	0.01281
3.175E-4	0.01282
3.176E-4	0.01278
3.161E-4	0.01271
3.155E-4	0.01263
3.153E-4	0.01258
3.144E-4	0.01265
3.141E-4	0.01265
3.131E-4	0.01268
3.124E-4	0.0127
3.115E-4	0.01268
3.112E-4	0.01263
3.101E-4	0.01262
3.101E-4	0.0127
3.094E-4	0.01272
3.086E-4	0.01273
3.075E-4	0.01268
3.063E-4	0.0126
3.062E-4	0.01262
3.054E-4	0.01263
3.054E-4	0.01273
3.047E-4	0.01272
3.035E-4	0.01263
3.033E-4	0.01259
3.018E-4	0.01261
3.018E-4	0.01266
3.011E-4	0.01272
3.004E-4	0.01264
3.001E-4	0.01266
2.988E-4	0.01263
2.982E-4	0.01262
2.972E-4	0.01263
2.97E-4	0.01272
2.962E-4	0.01277
2.958E-4	0.01269
2.945E-4	0.01262
2.941E-4	0.01263
2.939E-4	0.0127
2.928E-4	0.01279
2.924E-4	0.0128
2.913E-4	0.01277
2.911E-4	0.01272
2.898E-4	0.01268
2.891E-4	0.01265
2.887E-4	0.01271
2.878E-4	0.01273
2.878E-4	0.01267
2.861E-4	0.01267
2.859E-4	0.01258
2.851E-4	0.01261
2.849E-4	0.0127
2.845E-4	0.01274
2.838E-4	0.01274
2.828E-4	0.01265
2.818E-4	0.01253
2.813E-4	0.01257
2.804E-4	0.01266
2.797E-4	0.01267
2.797E-4	0.01261
2.788E-4	0.01265
2.779E-4	0.0126
2.77E-4	0.01258
2.764E-4	0.0126
2.757E-4	0.01261
2.751E-4	0.01259
2.748E-4	0.0125
2.738E-4	0.01254
2.732E-4	0.01253
2.723E-4	0.01248
2.72E-4	0.01247
2.711E-4	0.01257
2.702E-4	0.01263
2.701E-4	0.01261
2.692E-4	0.01254
2.685E-4	0.01248
2.677E-4	0.01248
2.671E-4	0.01254
2.665E-4	0.01257
2.657E-4	0.01254
2.652E-4	0.01254
2.639E-4	0.01254
2.639E-4	0.01256
2.63E-4	0.01259
2.626E-4	0.01257
2.616E-4	0.01259
2.612E-4	0.01249
2.599E-4	0.01247
2.594E-4	0.01242
2.59E-4	0.01249
2.583E-4	0.01252
2.58E-4	0.01251
2.565E-4	0.01243
2.561E-4	0.01236
2.548E-4	0.01238
2.545E-4	0.01241
2.543E-4	0.01241
2.534E-4	0.01244
2.531E-4	0.01238
2.516E-4	0.01233
2.512E-4	0.01238
2.503E-4	0.01236
2.502E-4	0.01238
2.496E-4	0.0124
2.487E-4	0.01235
2.477E-4	0.01222
2.467E-4	0.01219
2.462E-4	0.01219
2.453E-4	0.01221
2.45E-4	0.01223
2.446E-4	0.01219
2.434E-4	0.01214
2.427E-4	0.01213
2.42E-4	0.01207
2.416E-4	0.01204
2.403E-4	0.0121
2.404E-4	0.01199
2.394E-4	0.01186
2.384E-4	0.01179
2.381E-4	0.01176
2.368E-4	0.01171
2.362E-4	0.01166
2.356E-4	0.01161
2.349E-4	0.01145
2.341E-4	0.01124
2.328E-4	0.01113
2.324E-4	0.01104
2.319E-4	0.01099
2.307E-4	0.01091
2.298E-4	0.01081
2.291E-4	0.01071
2.285E-4	0.01056
2.274E-4	0.0105
2.267E-4	0.01049
2.26E-4	0.01048
2.252E-4	0.01046
2.24E-4	0.01046
2.236E-4	0.01042
2.22E-4	0.01044
2.219E-4	0.01049
2.208E-4	0.01057
2.201E-4	0.01064
2.197E-4	0.01071
2.18E-4	0.0108
2.176E-4	0.01088
2.163E-4	0.01095
2.164E-4	0.01111
2.163E-4	0.01122
2.149E-4	0.01124
2.145E-4	0.01128
2.13E-4	0.01135
2.127E-4	0.01137
2.112E-4	0.01143
2.11E-4	0.01151
2.108E-4	0.01157
2.095E-4	0.01157
2.09E-4	0.01159
2.076E-4	0.01166
2.073E-4	0.01172
2.061E-4	0.01179
2.059E-4	0.0119
2.055E-4	0.01193
2.046E-4	0.01191
2.039E-4	0.01192
2.029E-4	0.01197
2.021E-4	0.01203
2.016E-4	0.01209
2.014E-4	0.01212
2.007E-4	0.01211
1.999E-4	0.0121
1.988E-4	0.0121
1.978E-4	0.01212
1.975E-4	0.01212
1.969E-4	0.01214
1.965E-4	0.01211
1.96E-4	0.01211
1.954E-4	0.01207
1.942E-4	0.0121
1.93E-4	0.01213
1.927E-4	0.01218
1.914E-4	0.01218
1.916E-4	0.01216
1.905E-4	0.0122
1.896E-4	0.01217
1.892E-4	0.0122
1.884E-4	0.01222
1.88E-4	0.01229
1.874E-4	0.01232
1.862E-4	0.01227
1.855E-4	0.01223
1.85E-4	0.01222
1.846E-4	0.0123
1.835E-4	0.01228
1.833E-4	0.01231
1.823E-4	0.01232
1.817E-4	0.01229
1.81E-4	0.01227
1.8E-4	0.0123
1.797E-4	0.01228
1.789E-4	0.01225
1.786E-4	0.0123
1.776E-4	0.01226
1.767E-4	0.01224
1.757E-4	0.01223
1.75E-4	0.01226
1.749E-4	0.0123
1.736E-4	0.01231
1.733E-4	0.01229
1.718E-4	0.01228
1.722E-4	0.01222
1.709E-4	0.01225
1.703E-4	0.01233
1.698E-4	0.0124
1.689E-4	0.01235
1.683E-4	0.01224
1.673E-4	0.01219
1.667E-4	0.01218
1.657E-4	0.0122
1.656E-4	0.01224
1.653E-4	0.01228
1.641E-4	0.01229
1.638E-4	0.01225
1.62E-4	0.01224
1.62E-4	0.01228
1.61E-4	0.01233
1.607E-4	0.01238
1.6E-4	0.01241
1.6E-4	0.01235
1.584E-4	0.01219
1.577E-4	0.01215
1.574E-4	0.01224
1.56E-4	0.0123
1.561E-4	0.01228
1.556E-4	0.01236
1.543E-4	0.01233
1.537E-4	0.01224
1.525E-4	0.01222
1.525E-4	0.01223
1.515E-4	0.0123
1.513E-4	0.01228
1.499E-4	0.01223
1.493E-4	0.01217
1.491E-4	0.01217
1.478E-4	0.01221
1.473E-4	0.01229
1.465E-4	0.01236
1.462E-4	0.0124
1.45E-4	0.01235
1.445E-4	0.01226
1.441E-4	0.01222
1.43E-4	0.0123
1.427E-4	0.01236
1.417E-4	0.01236
1.416E-4	0.01236
1.403E-4	0.01229
1.397E-4	0.01224
1.391E-4	0.01223
1.381E-4	0.01229
1.382E-4	0.01241
1.37E-4	0.01245
1.365E-4	0.0124
1.351E-4	0.01241
1.347E-4	0.01239
1.341E-4	0.01239
1.336E-4	0.01244
1.332E-4	0.01254
1.324E-4	0.01256
1.317E-4	0.01248
1.303E-4	0.01244
1.299E-4	0.01242
1.296E-4	0.0124
1.287E-4	0.01244
1.282E-4	0.01246
1.274E-4	0.01243
1.266E-4	0.0124
1.256E-4	0.01245
1.252E-4	0.01246
1.249E-4	0.01248
1.24E-4	0.0125
1.234E-4	0.01257
1.225E-4	0.01262
1.22E-4	0.01255
1.208E-4	0.01255
1.21E-4	0.01264
1.203E-4	0.01259
1.194E-4	0.01262
1.19E-4	0.01261
1.174E-4	0.01263
1.173E-4	0.01268
1.16E-4	0.01278
1.163E-4	0.01281
1.153E-4	0.0128
1.149E-4	0.01284
1.14E-4	0.01284
1.129E-4	0.01275
1.126E-4	0.01277
1.117E-4	0.01286
1.117E-4	0.01293
1.105E-4	0.01292
1.102E-4	0.01284
1.098E-4	0.01277
1.085E-4	0.01268
1.08E-4	0.01269
1.071E-4	0.01275
1.07E-4	0.01277
1.061E-4	0.01276
1.055E-4	0.01276
1.049E-4	0.01275
1.037E-4	0.01276
1.037E-4	0.01274
1.026E-4	0.01274
1.019E-4	0.01268
1.011E-4	0.01259
1.005E-4	0.01253
9.96E-5	0.01243
9.91E-5	0.01243
9.9E-5	0.01244
9.79E-5	0.01246
9.76E-5	0.01236
9.66E-5	0.01227
9.59E-5	0.01217
9.53E-5	0.01213
9.45E-5	0.01214
9.41E-5	0.01209
9.3E-5	0.01199
9.27E-5	0.01189
9.13E-5	0.01179
9.04E-5	0.01173
9.05E-5	0.01162
8.95E-5	0.01158
8.9E-5	0.01151
8.75E-5	0.0114
8.71E-5	0.01122
8.61E-5	0.01108
8.55E-5	0.01101
8.45E-5	0.01099
8.43E-5	0.0109
8.39E-5	0.0108
8.25E-5	0.01062
8.14E-5	0.01049
8.04E-5	0.01039
7.97E-5	0.01032
7.91E-5	0.01021
7.82E-5	0.01007
7.75E-5	0.00995
7.6E-5	0.00981
7.5E-5	0.00969
7.44E-5	0.00954
7.36E-5	0.00937
7.23E-5	0.00915
7.15E-5	0.00882
7.04E-5	0.00846
6.87E-5	0.00806
6.78E-5	0.00751
6.58E-5	0.00694
6.5E-5	0.00626
6.26E-5	0.00568
6.09E-5	0.00509
6.01E-5	0.00484
5.71E-5	0.00467
5.55E-5	0.00455
5.27E-5	0.00451
5.11E-5	0.00458
4.92E-5	0.00472
4.86E-5	0.00499
4.77E-5	0.0053
4.58E-5	0.00569
4.48E-5	0.00637
4.36E-5	0.00719
4.29E-5	0.00859
4.23E-5	0.01038
4.2E-5	0.01269
4.18E-5	0.01502
4.1E-5	0.01711
4.06E-5	0.01897
4E-5	0.02018
3.98E-5	0.02114
3.94E-5	0.02186
3.94E-5	0.02249
3.89E-5	0.02282
3.88E-5	0.02292
3.82E-5	0.02302
3.74E-5	0.02316
3.75E-5	0.02342
3.7E-5	0.02379
3.66E-5	0.02364
3.65E-5	0.0235
3.6E-5	0.0234
3.56E-5	0.02363
3.53E-5	0.02404
3.5E-5	0.02413
3.47E-5	0.02422
3.44E-5	0.02407
3.39E-5	0.02381
3.34E-5	0.02386
3.35E-5	0.0241
3.32E-5	0.02424
3.27E-5	0.02442
3.23E-5	0.02442
3.21E-5	0.02455
3.14E-5	0.02466
3.14E-5	0.02494
3.1E-5	0.02486
3.07E-5	0.02488
3.05E-5	0.02464
2.99E-5	0.02447
2.94E-5	0.02461
2.88E-5	0.02485
2.92E-5	0.02496
2.91E-5	0.02467
2.82E-5	0.02469
2.81E-5	0.02454
2.78E-5	0.02449
2.74E-5	0.02464
2.69E-5	0.02489
2.65E-5	0.02501
2.64E-5	0.0251
2.59E-5	0.02484
2.57E-5	0.02445
2.53E-5	0.02454
2.53E-5	0.02462
2.46E-5	0.02454
2.45E-5	0.02467
2.42E-5	0.02477
2.37E-5	0.02476
2.32E-5	0.02481
2.3E-5	0.02487
2.27E-5	0.02513
2.23E-5	0.02492
2.19E-5	0.02495
2.2E-5	0.0251
2.12E-5	0.02511
2.08E-5	0.0249
2.09E-5	0.02493
2.08E-5	0.02487
2.01E-5	0.02479
1.98E-5	0.02482
1.94E-5	0.02463
1.87E-5	0.02451
1.9E-5	0.02429
1.85E-5	0.02443
1.86E-5	0.02457
