A	B
3.243E-4	0.01276
3.233E-4	0.0127
3.231E-4	0.01272
3.222E-4	0.01273
3.216E-4	0.0128
3.211E-4	0.01279
3.203E-4	0.01272
3.196E-4	0.01267
3.189E-4	0.01267
3.182E-4	0.01272
3.173E-4	0.01274
3.172E-4	0.01277
3.166E-4	0.01282
3.156E-4	0.01275
3.148E-4	0.01272
3.142E-4	0.01269
3.135E-4	0.01276
3.128E-4	0.01284
3.123E-4	0.0128
3.115E-4	0.01272
3.11E-4	0.01261
3.104E-4	0.01259
3.095E-4	0.01265
3.088E-4	0.01269
3.082E-4	0.0127
3.08E-4	0.01274
3.07E-4	0.01271
3.065E-4	0.01268
3.053E-4	0.0126
3.047E-4	0.01258
3.048E-4	0.01266
3.038E-4	0.01275
3.029E-4	0.01272
3.019E-4	0.01269
3.014E-4	0.01265
3.005E-4	0.01264
3.001E-4	0.01263
2.998E-4	0.0127
2.989E-4	0.01276
2.983E-4	0.01272
2.974E-4	0.01267
2.971E-4	0.01263
2.963E-4	0.01268
2.954E-4	0.01276
2.95E-4	0.01282
2.943E-4	0.01277
2.938E-4	0.0127
2.925E-4	0.0126
2.923E-4	0.01262
2.913E-4	0.01274
2.909E-4	0.01277
2.899E-4	0.01282
2.897E-4	0.01281
2.889E-4	0.01275
2.88E-4	0.01275
2.873E-4	0.01269
2.865E-4	0.01271
2.863E-4	0.01268
2.854E-4	0.01265
2.846E-4	0.01262
2.843E-4	0.01261
2.832E-4	0.01259
2.831E-4	0.01262
2.825E-4	0.01261
2.815E-4	0.01261
2.806E-4	0.01255
2.8E-4	0.01252
2.794E-4	0.01255
2.789E-4	0.01255
2.784E-4	0.01254
2.774E-4	0.01256
2.766E-4	0.01249
2.757E-4	0.01248
2.75E-4	0.01252
2.749E-4	0.01253
2.741E-4	0.01255
2.733E-4	0.01255
2.727E-4	0.01262
2.719E-4	0.01256
2.709E-4	0.01255
2.704E-4	0.01262
2.702E-4	0.01263
2.691E-4	0.01258
2.689E-4	0.01261
2.677E-4	0.01257
2.668E-4	0.01256
2.662E-4	0.01253
2.651E-4	0.01254
2.654E-4	0.01258
2.644E-4	0.01255
2.642E-4	0.01251
2.623E-4	0.01249
2.623E-4	0.0125
2.612E-4	0.01248
2.611E-4	0.01244
2.602E-4	0.01247
2.595E-4	0.01243
2.591E-4	0.01238
2.58E-4	0.01237
2.573E-4	0.01234
2.564E-4	0.01239
2.563E-4	0.01246
2.552E-4	0.01245
2.546E-4	0.01241
2.541E-4	0.01241
2.531E-4	0.01238
2.525E-4	0.0124
2.519E-4	0.01241
2.516E-4	0.01237
2.5E-4	0.01232
2.496E-4	0.0123
2.493E-4	0.01225
2.486E-4	0.01225
2.476E-4	0.01225
2.47E-4	0.01224
2.467E-4	0.01219
2.455E-4	0.01216
2.447E-4	0.01214
2.445E-4	0.01213
2.433E-4	0.01215
2.427E-4	0.01215
2.42E-4	0.0121
2.418E-4	0.012
2.403E-4	0.01188
2.4E-4	0.01184
2.393E-4	0.01187
2.386E-4	0.01189
2.383E-4	0.01183
2.371E-4	0.01172
2.366E-4	0.0116
2.353E-4	0.01149
2.344E-4	0.01136
2.341E-4	0.01124
2.329E-4	0.01115
2.325E-4	0.01105
2.31E-4	0.01091
2.308E-4	0.01069
2.299E-4	0.01057
2.293E-4	0.01045
2.289E-4	0.01044
2.277E-4	0.01043
2.268E-4	0.01042
2.259E-4	0.01036
2.25E-4	0.0103
2.238E-4	0.01028
2.231E-4	0.01033
2.226E-4	0.0104
2.218E-4	0.01051
2.214E-4	0.01058
2.201E-4	0.01064
2.196E-4	0.01067
2.185E-4	0.01076
2.181E-4	0.01093
2.169E-4	0.01106
2.166E-4	0.01113
2.157E-4	0.01117
2.145E-4	0.01122
2.142E-4	0.0113
2.133E-4	0.01131
2.127E-4	0.01131
2.11E-4	0.01139
2.109E-4	0.01151
2.105E-4	0.01163
2.095E-4	0.01164
2.092E-4	0.01168
2.079E-4	0.01167
2.076E-4	0.01167
2.061E-4	0.01178
2.057E-4	0.01189
2.052E-4	0.01195
2.05E-4	0.01194
2.038E-4	0.01193
2.029E-4	0.01189
2.023E-4	0.01189
2.014E-4	0.01197
2.01E-4	0.01207
2.006E-4	0.01213
1.997E-4	0.01206
1.989E-4	0.01197
1.98E-4	0.01202
1.974E-4	0.01206
1.966E-4	0.01212
1.964E-4	0.01218
1.958E-4	0.0122
1.947E-4	0.0122
1.942E-4	0.01218
1.93E-4	0.01218
1.928E-4	0.0122
1.918E-4	0.01218
1.915E-4	0.01225
1.906E-4	0.01226
1.897E-4	0.01224
1.89E-4	0.01217
1.88E-4	0.01216
1.877E-4	0.01215
1.868E-4	0.01215
1.863E-4	0.01216
1.852E-4	0.01221
1.847E-4	0.01218
1.84E-4	0.01216
1.83E-4	0.01219
1.83E-4	0.01227
1.82E-4	0.01233
1.816E-4	0.01229
1.806E-4	0.01225
1.799E-4	0.0122
1.793E-4	0.01218
1.782E-4	0.01224
1.78E-4	0.01226
1.771E-4	0.01222
1.767E-4	0.01217
1.756E-4	0.01218
1.75E-4	0.01215
1.739E-4	0.01217
1.738E-4	0.01221
1.732E-4	0.0123
1.724E-4	0.01231
1.717E-4	0.01222
1.706E-4	0.01218
1.703E-4	0.01217
1.696E-4	0.01221
1.688E-4	0.01226
1.684E-4	0.01227
1.674E-4	0.01221
1.671E-4	0.01215
1.655E-4	0.01217
1.651E-4	0.01217
1.649E-4	0.01216
1.641E-4	0.01218
1.635E-4	0.0122
1.627E-4	0.01221
1.616E-4	0.01217
1.605E-4	0.01219
1.603E-4	0.01223
1.6E-4	0.01225
1.59E-4	0.01226
1.589E-4	0.01224
1.576E-4	0.0122
1.57E-4	0.01214
1.559E-4	0.01208
1.555E-4	0.01212
1.55E-4	0.01216
1.542E-4	0.01217
1.537E-4	0.01214
1.522E-4	0.01215
1.516E-4	0.01213
1.511E-4	0.01215
1.505E-4	0.01217
1.496E-4	0.01218
1.493E-4	0.01212
1.48E-4	0.01211
1.477E-4	0.01207
1.471E-4	0.01209
1.464E-4	0.01216
1.459E-4	0.0122
1.45E-4	0.01221
1.443E-4	0.01216
1.436E-4	0.01212
1.426E-4	0.01212
1.421E-4	0.01214
1.417E-4	0.01215
1.409E-4	0.0122
1.399E-4	0.01215
1.393E-4	0.01213
1.39E-4	0.01215
1.377E-4	0.0122
1.372E-4	0.01224
1.365E-4	0.01218
1.361E-4	0.01213
1.346E-4	0.01209
1.343E-4	0.01204
1.338E-4	0.01203
1.33E-4	0.01207
1.328E-4	0.01214
1.316E-4	0.0122
1.309E-4	0.01211
1.297E-4	0.01211
1.29E-4	0.01205
1.287E-4	0.01206
1.277E-4	0.0121
1.278E-4	0.01209
1.267E-4	0.01203
1.257E-4	0.01194
1.247E-4	0.01191
1.248E-4	0.01192
1.242E-4	0.01197
1.231E-4	0.01205
1.224E-4	0.01198
1.213E-4	0.0119
1.206E-4	0.0119
1.2E-4	0.01193
1.197E-4	0.01197
1.191E-4	0.01195
1.181E-4	0.01189
1.175E-4	0.01187
1.164E-4	0.01187
1.158E-4	0.01194
1.151E-4	0.01198
1.145E-4	0.01202
1.136E-4	0.01206
1.13E-4	0.01208
1.126E-4	0.01208
1.11E-4	0.0121
1.111E-4	0.0122
1.101E-4	0.0123
1.101E-4	0.01239
1.09E-4	0.01242
1.078E-4	0.01252
1.076E-4	0.01254
1.067E-4	0.01262
1.068E-4	0.01272
1.056E-4	0.01279
1.053E-4	0.01285
1.04E-4	0.01288
1.037E-4	0.01291
1.031E-4	0.01295
1.023E-4	0.01298
1.022E-4	0.01309
1.013E-4	0.01307
1.003E-4	0.01299
9.96E-5	0.01293
9.91E-5	0.01293
9.84E-5	0.01298
9.77E-5	0.01297
9.71E-5	0.01292
9.62E-5	0.01284
9.55E-5	0.01274
9.43E-5	0.01272
9.42E-5	0.01268
9.38E-5	0.01265
9.3E-5	0.01265
9.25E-5	0.01256
9.15E-5	0.01242
9.09E-5	0.01231
8.99E-5	0.01225
8.93E-5	0.01222
8.89E-5	0.01213
8.81E-5	0.01208
8.77E-5	0.01192
8.65E-5	0.01181
8.58E-5	0.01173
8.47E-5	0.01165
8.45E-5	0.01157
8.37E-5	0.01147
8.3E-5	0.01135
8.23E-5	0.01125
8.12E-5	0.0111
8E-5	0.01096
7.92E-5	0.01085
7.9E-5	0.01076
7.83E-5	0.01064
7.71E-5	0.01051
7.64E-5	0.01038
7.5E-5	0.01025
7.46E-5	0.01009
7.33E-5	0.00999
7.3E-5	0.00981
7.16E-5	0.00955
7.1E-5	0.00917
6.99E-5	0.00877
6.82E-5	0.00841
6.74E-5	0.00785
6.56E-5	0.00727
6.46E-5	0.00655
6.22E-5	0.00591
6.03E-5	0.00531
5.9E-5	0.00494
5.63E-5	0.00475
5.52E-5	0.00464
5.31E-5	0.0046
5.19E-5	0.00465
4.93E-5	0.00474
4.75E-5	0.00494
4.66E-5	0.00521
4.54E-5	0.00559
4.46E-5	0.00626
4.37E-5	0.00707
4.31E-5	0.00839
4.17E-5	0.01004
4.14E-5	0.01225
4.13E-5	0.0145
4.07E-5	0.01657
4.02E-5	0.01857
3.99E-5	0.01991
3.96E-5	0.0211
3.93E-5	0.02187
3.88E-5	0.02251
3.86E-5	0.02273
3.8E-5	0.02296
3.79E-5	0.02313
3.76E-5	0.02328
3.69E-5	0.02339
3.63E-5	0.02359
3.65E-5	0.02378
3.6E-5	0.02388
3.59E-5	0.02391
3.54E-5	0.02398
3.51E-5	0.02403
3.45E-5	0.02402
3.42E-5	0.0242
3.41E-5	0.02422
3.39E-5	0.02424
3.32E-5	0.02463
3.31E-5	0.02493
3.26E-5	0.02469
3.2E-5	0.02426
3.2E-5	0.02419
3.14E-5	0.02449
3.13E-5	0.02447
3.11E-5	0.0245
3.05E-5	0.02468
3.02E-5	0.02455
3.01E-5	0.02464
2.97E-5	0.02462
2.95E-5	0.02483
2.9E-5	0.02518
2.87E-5	0.02493
2.86E-5	0.02472
2.78E-5	0.02476
2.76E-5	0.02494
2.75E-5	0.025
2.73E-5	0.02492
2.67E-5	0.02501
2.65E-5	0.02487
2.6E-5	0.02483
2.57E-5	0.02485
2.53E-5	0.02484
2.53E-5	0.02481
2.49E-5	0.02494
2.43E-5	0.02514
2.41E-5	0.02499
2.38E-5	0.02505
2.35E-5	0.02512
2.33E-5	0.02511
