A	B
3.242E-4	0.01287
3.237E-4	0.01289
3.235E-4	0.01292
3.226E-4	0.01287
3.223E-4	0.01277
3.211E-4	0.01279
3.208E-4	0.01278
3.197E-4	0.01285
3.194E-4	0.01288
3.193E-4	0.01289
3.179E-4	0.01283
3.178E-4	0.01277
3.165E-4	0.0127
3.159E-4	0.01272
3.151E-4	0.01279
3.149E-4	0.01279
3.148E-4	0.01286
3.132E-4	0.01287
3.125E-4	0.01283
3.113E-4	0.01276
3.112E-4	0.01278
3.103E-4	0.01275
3.101E-4	0.01276
3.095E-4	0.01272
3.086E-4	0.01262
3.078E-4	0.01261
3.074E-4	0.01267
3.063E-4	0.01272
3.058E-4	0.01276
3.05E-4	0.01274
3.049E-4	0.01276
3.035E-4	0.01273
3.036E-4	0.01271
3.021E-4	0.01279
3.021E-4	0.01285
3.011E-4	0.01287
3.007E-4	0.01272
3.002E-4	0.0127
2.991E-4	0.01271
2.985E-4	0.01274
2.976E-4	0.01279
2.975E-4	0.01284
2.966E-4	0.01284
2.962E-4	0.01284
2.948E-4	0.01275
2.944E-4	0.01274
2.94E-4	0.01276
2.932E-4	0.01288
2.926E-4	0.01293
2.917E-4	0.01284
2.91E-4	0.01278
2.901E-4	0.01277
2.899E-4	0.01286
2.893E-4	0.01288
2.883E-4	0.01288
2.88E-4	0.01286
2.869E-4	0.01284
2.864E-4	0.01278
2.849E-4	0.01278
2.847E-4	0.01276
2.851E-4	0.01283
2.838E-4	0.01284
2.831E-4	0.0128
2.821E-4	0.01274
2.817E-4	0.01272
2.808E-4	0.01273
2.803E-4	0.01276
2.8E-4	0.0128
2.793E-4	0.01274
2.785E-4	0.01268
2.772E-4	0.01269
2.767E-4	0.01273
2.758E-4	0.01274
2.755E-4	0.01278
2.75E-4	0.01277
2.743E-4	0.01273
2.736E-4	0.0127
2.726E-4	0.01269
2.724E-4	0.01273
2.712E-4	0.01279
2.711E-4	0.01277
2.706E-4	0.01267
2.694E-4	0.01264
2.691E-4	0.01268
2.679E-4	0.01277
2.672E-4	0.01283
2.665E-4	0.01281
2.663E-4	0.01272
2.656E-4	0.0126
2.646E-4	0.01255
2.641E-4	0.01255
2.634E-4	0.01256
2.63E-4	0.01263
2.618E-4	0.0126
2.618E-4	0.01254
2.603E-4	0.01251
2.597E-4	0.01247
2.59E-4	0.0125
2.583E-4	0.01249
2.584E-4	0.01252
2.57E-4	0.01255
2.564E-4	0.01248
2.554E-4	0.01243
2.551E-4	0.01243
2.543E-4	0.01243
2.537E-4	0.01254
2.532E-4	0.01254
2.52E-4	0.01249
2.515E-4	0.01244
2.506E-4	0.01239
2.499E-4	0.01241
2.5E-4	0.0125
2.49E-4	0.01248
2.485E-4	0.01247
2.474E-4	0.0124
2.47E-4	0.01231
2.458E-4	0.01226
