A	B
3.243E-4	0.01278
3.239E-4	0.01285
3.233E-4	0.01277
3.222E-4	0.01266
3.215E-4	0.01263
3.202E-4	0.01268
3.203E-4	0.01272
3.194E-4	0.01272
3.189E-4	0.01273
3.184E-4	0.01272
3.172E-4	0.01271
3.168E-4	0.01271
3.154E-4	0.01274
3.156E-4	0.01281
3.146E-4	0.01277
3.147E-4	0.01269
3.136E-4	0.01263
3.127E-4	0.01262
3.122E-4	0.01263
3.113E-4	0.01266
3.11E-4	0.01272
3.099E-4	0.01272
3.093E-4	0.01269
3.093E-4	0.01258
3.081E-4	0.01256
3.072E-4	0.0126
3.068E-4	0.01266
3.064E-4	0.0127
3.056E-4	0.01266
3.048E-4	0.01262
3.044E-4	0.01255
3.031E-4	0.0126
3.027E-4	0.01268
3.019E-4	0.01278
3.017E-4	0.01276
3.005E-4	0.01267
2.998E-4	0.01261
2.993E-4	0.01262
2.982E-4	0.01262
2.981E-4	0.01268
2.971E-4	0.0127
2.969E-4	0.01263
2.958E-4	0.0126
2.951E-4	0.01265
2.944E-4	0.01266
2.938E-4	0.01269
2.936E-4	0.01274
2.925E-4	0.01275
2.923E-4	0.01273
2.909E-4	0.01277
2.909E-4	0.01278
2.896E-4	0.01276
2.893E-4	0.01278
2.889E-4	0.01276
2.881E-4	0.01269
2.873E-4	0.01263
2.862E-4	0.01262
2.862E-4	0.01262
2.853E-4	0.01267
2.848E-4	0.01274
2.844E-4	0.01269
2.832E-4	0.01261
2.829E-4	0.01253
2.819E-4	0.01252
2.812E-4	0.01263
2.804E-4	0.01264
2.799E-4	0.01262
2.8E-4	0.01257
2.787E-4	0.01255
2.775E-4	0.01249
2.771E-4	0.01254
2.763E-4	0.01253
2.762E-4	0.01258
2.751E-4	0.01257
2.748E-4	0.01252
2.735E-4	0.01252
2.731E-4	0.01255
2.724E-4	0.01256
2.721E-4	0.01256
2.712E-4	0.01257
2.704E-4	0.01249
2.7E-4	0.01244
2.692E-4	0.01246
2.685E-4	0.01255
2.678E-4	0.01255
2.674E-4	0.01252
2.663E-4	0.0125
2.659E-4	0.0125
2.651E-4	0.01249
2.641E-4	0.01249
2.641E-4	0.01251
2.631E-4	0.01251
2.622E-4	0.01249
2.615E-4	0.01248
2.612E-4	0.01248
2.598E-4	0.01246
2.592E-4	0.01249
2.593E-4	0.01247
2.58E-4	0.01243
2.575E-4	0.01241
2.564E-4	0.01243
2.558E-4	0.01243
2.554E-4	0.01246
2.547E-4	0.01249
2.544E-4	0.01246
2.535E-4	0.01236
2.521E-4	0.01227
2.515E-4	0.01222
2.509E-4	0.01223
2.506E-4	0.01223
2.498E-4	0.01231
2.496E-4	0.01229
2.484E-4	0.01221
2.477E-4	0.01212
2.465E-4	0.01213
2.464E-4	0.01222
2.455E-4	0.01222
2.452E-4	0.0122
2.445E-4	0.01213
2.434E-4	0.01207
2.428E-4	0.01202
2.413E-4	0.01198
2.414E-4	0.01199
2.408E-4	0.01197
2.399E-4	0.01191
2.391E-4	0.01187
2.382E-4	0.01177
2.379E-4	0.01175
2.37E-4	0.01172
2.361E-4	0.01165
2.349E-4	0.01153
2.348E-4	0.01133
